trade_in_id,customer_id,new_vehicle_id,trade_in_date,trade_in_brand,trade_in_model,trade_in_year,trade_in_mileage,trade_in_value,location
TRD-00821,CUS-01225,VEH-03220,2025-07-15,Hyundai,Creta,2017,91774,155000,Delhi
TRD-00822,CUS-00302,VEH-02013,2026-06-25,Hyundai,Creta,2015,72263,146000,Chennai
TRD-00823,CUS-01929,VEH-00222,2026-09-01,Hyundai,Venue,2019,56225,180000,Chennai
TRD-00824,CUS-03793,VEH-03193,2025-02-08,Hyundai,Venue,2021,134220,94000,Ahmedabad
TRD-00825,CUS-03270,VEH-01215,2025-10-01,Honda,City,2016,60519,91000,Mumbai
TRD-00826,CUS-04423,VEH-02215,2026-11-06,Toyota,Innova,2018,83081,119000,Hyderabad
TRD-00827,CUS-01237,VEH-02462,2025-08-27,Tata,Tiago,2020,40683,306000,Delhi
TRD-00828,CUS-02035,VEH-03195,2025-01-24,Renault,Kwid,2021,90796,147000,Delhi
TRD-00829,CUS-00575,VEH-00896,2025-06-03,Renault,Kwid,2013,112802,64000,Ahmedabad
TRD-00830,CUS-03931,VEH-01139,2026-11-26,Tata,Nexon,2015,118146,69000,Gurgaon
TRD-00831,CUS-03548,VEH-04014,2026-11-09,Toyota,Innova,2020,125405,189000,Mumbai
TRD-00832,CUS-01407,VEH-00074,2026-10-11,Honda,City,2013,99937,119000,Delhi
TRD-00833,CUS-04892,VEH-00739,2026-05-17,Toyota,Innova,2020,140921,306000,Mumbai
TRD-00834,CUS-01319,VEH-04060,2025-06-20,Honda,Amaze,2017,130536,51000,Ahmedabad
TRD-00835,CUS-02633,VEH-03273,2026-02-24,Renault,Kwid,2013,98572,130000,Pune
TRD-00836,CUS-01769,VEH-01973,2026-06-25,Maruti Suzuki,Swift,2019,129144,145000,Ahmedabad
TRD-00837,CUS-00510,VEH-04640,2026-09-26,Hyundai,Venue,2022,28495,226000,Mumbai
TRD-00838,CUS-03120,VEH-00639,2026-04-07,Kia,Seltos,2016,22230,202000,Delhi
TRD-00839,CUS-00216,VEH-04457,2026-10-31,Renault,Kwid,2017,95077,112000,Hyderabad
TRD-00840,CUS-01416,VEH-04112,2025-09-24,Maruti Suzuki,Swift,2013,134306,86000,Bengaluru
TRD-00841,CUS-00515,VEH-00231,2025-04-24,Honda,Amaze,2017,80230,171000,Gurgaon
TRD-00842,CUS-01455,VEH-04499,2025-11-26,Hyundai,i20,2020,27337,405000,Gurgaon
TRD-00843,CUS-02817,VEH-00098,2026-04-05,Mahindra,XUV500,2023,116890,290000,Ahmedabad
TRD-00844,CUS-01039,VEH-00260,2026-11-01,Toyota,Innova,2017,59228,148000,Ahmedabad
TRD-00845,CUS-02841,VEH-00675,2026-05-29,Hyundai,Creta,2023,99992,187000,Gurgaon
TRD-00846,CUS-03714,VEH-00212,2026-10-23,Tata,Nexon,2012,120080,106000,Mumbai
TRD-00847,CUS-00113,VEH-01437,2026-10-28,Toyota,Innova,2013,71480,95000,Gurgaon
TRD-00848,CUS-04109,VEH-01207,2026-09-13,Maruti Suzuki,Dzire,2019,67606,90000,Chennai
TRD-00849,CUS-04448,VEH-02727,2025-09-02,Hyundai,i20,2016,56256,172000,Delhi
TRD-00850,CUS-00704,VEH-03790,2026-05-03,Kia,Seltos,2019,110062,98000,Mumbai
TRD-00851,CUS-03702,VEH-00346,2025-07-11,Honda,City,2015,48165,150000,Hyderabad
TRD-00852,CUS-02894,VEH-00788,2025-09-22,Honda,Amaze,2019,61568,192000,Mumbai
TRD-00853,CUS-00107,VEH-01765,2026-09-01,Maruti Suzuki,Swift,2018,90953,177000,Chennai
TRD-00854,CUS-03903,VEH-03650,2026-01-03,Hyundai,i20,2018,20804,168000,Pune
TRD-00855,CUS-00170,VEH-00096,2025-08-29,Hyundai,Venue,2020,89637,250000,Mumbai
TRD-00856,CUS-01478,VEH-04245,2026-11-25,Kia,Seltos,2018,95120,219000,Chennai
TRD-00857,CUS-03068,VEH-04888,2025-08-09,Hyundai,Creta,2023,120418,394000,Bengaluru
TRD-00858,CUS-04456,VEH-02194,2025-07-21,Honda,Amaze,2020,90872,221000,Mumbai
TRD-00859,CUS-03461,VEH-02305,2025-08-05,Mahindra,XUV500,2012,43292,91000,Delhi
TRD-00860,CUS-02480,VEH-04800,2025-06-10,Honda,City,2020,76315,243000,Delhi
TRD-00861,CUS-02151,VEH-02290,2025-12-31,Renault,Kwid,2023,69162,302000,Delhi
TRD-00862,CUS-02385,VEH-04297,2026-12-19,Kia,Seltos,2012,131501,55000,Bengaluru
TRD-00863,CUS-00564,VEH-03163,2026-10-30,Kia,Seltos,2015,133235,74000,Hyderabad
TRD-00864,CUS-02067,VEH-04656,2025-06-16,Maruti Suzuki,Dzire,2022,39407,278000,Chennai
TRD-00865,CUS-01276,VEH-00123,2026-02-04,Honda,City,2023,60407,431000,Delhi
TRD-00866,CUS-04059,VEH-02979,2026-02-05,Kia,Seltos,2012,138546,96000,Mumbai
TRD-00867,CUS-03601,VEH-02320,2026-09-10,Tata,Nexon,2018,120451,194000,Mumbai
TRD-00868,CUS-04324,VEH-03044,2025-07-06,Hyundai,Venue,2012,68015,111000,Delhi
TRD-00869,CUS-01881,VEH-01423,2025-05-17,Toyota,Innova,2020,43963,149000,Chennai
TRD-00870,CUS-01439,VEH-03144,2026-12-20,Mahindra,XUV500,2022,66534,137000,Pune
TRD-00871,CUS-04945,VEH-02871,2026-02-27,Hyundai,Venue,2018,81659,270000,Delhi
TRD-00872,CUS-02421,VEH-01172,2025-11-17,Tata,Tiago,2021,65352,221000,Mumbai
TRD-00873,CUS-02863,VEH-00006,2026-01-12,Ford,EcoSport,2014,53561,127000,Mumbai
TRD-00874,CUS-03259,VEH-04160,2026-12-10,Tata,Tiago,2015,79330,119000,Mumbai
TRD-00875,CUS-03833,VEH-01459,2025-08-18,Honda,Amaze,2019,94365,127000,Delhi
TRD-00876,CUS-02608,VEH-03570,2026-06-12,Kia,Seltos,2016,61841,54000,Delhi
TRD-00877,CUS-02642,VEH-03974,2026-03-22,Hyundai,Creta,2023,99864,313000,Gurgaon
TRD-00878,CUS-04351,VEH-00869,2026-03-09,Ford,EcoSport,2020,36120,376000,Hyderabad
TRD-00879,CUS-03071,VEH-04436,2025-03-21,Tata,Nexon,2021,54546,277000,Chennai
TRD-00880,CUS-02011,VEH-03754,2025-11-06,Mahindra,XUV500,2018,68709,177000,Mumbai
TRD-00881,CUS-04192,VEH-00109,2025-04-20,Hyundai,Creta,2018,128255,185000,Delhi
TRD-00882,CUS-01265,VEH-03231,2025-08-30,Maruti Suzuki,Swift,2020,118402,237000,Mumbai
TRD-00883,CUS-04525,VEH-03329,2026-01-26,Maruti Suzuki,Dzire,2016,34017,129000,Pune
TRD-00884,CUS-03114,VEH-04802,2025-08-26,Honda,Amaze,2021,23003,311000,Bengaluru
TRD-00885,CUS-01377,VEH-04478,2025-08-09,Kia,Seltos,2012,108046,70000,Gurgaon
TRD-00886,CUS-02155,VEH-03604,2026-01-16,Honda,City,2014,78036,114000,Mumbai
TRD-00887,CUS-02431,VEH-01551,2025-08-12,Honda,City,2016,63034,173000,Chennai
TRD-00888,CUS-00628,VEH-04306,2025-04-09,Maruti Suzuki,Dzire,2012,96848,81000,Gurgaon
TRD-00889,CUS-03651,VEH-03313,2025-02-13,Mahindra,XUV500,2014,90038,92000,Delhi
TRD-00890,CUS-00652,VEH-01455,2025-03-16,Tata,Tiago,2017,29844,161000,Mumbai
TRD-00891,CUS-03396,VEH-04769,2026-11-20,Kia,Seltos,2013,140103,95000,Mumbai
TRD-00892,CUS-04097,VEH-01341,2025-04-09,Hyundai,Venue,2019,89583,87000,Pune
TRD-00893,CUS-01866,VEH-02882,2026-04-24,Tata,Nexon,2020,142471,127000,Hyderabad
TRD-00894,CUS-01845,VEH-03765,2026-03-27,Maruti Suzuki,Swift,2020,103481,282000,Hyderabad
TRD-00895,CUS-01100,VEH-01262,2026-05-02,Maruti Suzuki,Swift,2023,79563,132000,Chennai
TRD-00896,CUS-02613,VEH-01585,2026-01-14,Kia,Seltos,2022,106125,220000,Delhi
TRD-00897,CUS-04928,VEH-02580,2026-06-06,Kia,Seltos,2022,40720,426000,Mumbai
TRD-00898,CUS-00304,VEH-04068,2025-11-23,Tata,Tiago,2021,139940,241000,Bengaluru
TRD-00899,CUS-02758,VEH-03551,2026-09-22,Renault,Kwid,2018,124754,90000,Delhi
TRD-00900,CUS-02839,VEH-04818,2026-04-13,Tata,Tiago,2019,26788,307000,Chennai
TRD-00901,CUS-00802,VEH-04134,2025-08-02,Hyundai,i20,2018,71265,211000,Delhi
TRD-00902,CUS-04578,VEH-03958,2026-11-30,Hyundai,Venue,2015,118349,88000,Delhi
TRD-00903,CUS-01936,VEH-01915,2026-10-15,Hyundai,Creta,2013,49691,85000,Bengaluru
TRD-00904,CUS-01692,VEH-02343,2025-02-18,Hyundai,i20,2023,122775,166000,Hyderabad
TRD-00905,CUS-00227,VEH-02004,2025-06-16,Toyota,Innova,2021,85595,253000,Delhi
TRD-00906,CUS-01758,VEH-02422,2025-07-11,Honda,City,2018,69970,175000,Ahmedabad
TRD-00907,CUS-02308,VEH-03728,2025-05-13,Tata,Tiago,2012,119938,62000,Mumbai
TRD-00908,CUS-00040,VEH-04360,2026-09-29,Honda,City,2015,125102,81000,Pune
TRD-00909,CUS-01564,VEH-04912,2025-03-13,Hyundai,i20,2013,103558,82000,Gurgaon
TRD-00910,CUS-00100,VEH-04962,2025-01-26,Hyundai,Creta,2022,22116,262000,Delhi
TRD-00911,CUS-01082,VEH-03325,2026-09-04,Toyota,Innova,2020,98706,230000,Bengaluru
TRD-00912,CUS-04328,VEH-03301,2025-09-09,Hyundai,i20,2020,19199,203000,Chennai
TRD-00913,CUS-00790,VEH-03360,2026-12-02,Toyota,Innova,2012,64576,105000,Delhi
TRD-00914,CUS-00334,VEH-00333,2026-12-17,Honda,City,2022,64516,385000,Pune
TRD-00915,CUS-04601,VEH-01127,2025-08-25,Kia,Seltos,2012,23026,78000,Mumbai
TRD-00916,CUS-03516,VEH-02497,2025-06-10,Hyundai,Venue,2015,29727,73000,Bengaluru
TRD-00917,CUS-01482,VEH-01141,2026-06-27,Renault,Kwid,2016,19911,92000,Ahmedabad
TRD-00918,CUS-01849,VEH-02633,2026-11-16,Honda,Amaze,2022,77791,446000,Delhi
TRD-00919,CUS-04852,VEH-00655,2025-08-17,Ford,EcoSport,2014,78577,121000,Pune
TRD-00920,CUS-01206,VEH-00060,2025-07-09,Maruti Suzuki,Dzire,2022,124272,340000,Delhi
TRD-00921,CUS-01552,VEH-03462,2025-02-27,Ford,EcoSport,2021,115355,184000,Bengaluru
TRD-00922,CUS-04501,VEH-04269,2025-02-25,Toyota,Innova,2017,75132,166000,Mumbai
TRD-00923,CUS-01464,VEH-02181,2025-11-10,Maruti Suzuki,Swift,2013,90274,86000,Hyderabad
TRD-00924,CUS-02032,VEH-02553,2026-01-03,Tata,Tiago,2018,144242,80000,Delhi
TRD-00925,CUS-04993,VEH-01295,2026-08-13,Toyota,Innova,2023,105619,278000,Chennai
TRD-00926,CUS-02739,VEH-02469,2026-02-26,Tata,Nexon,2016,26562,121000,Hyderabad
TRD-00927,CUS-00672,VEH-03906,2026-10-25,Maruti Suzuki,Dzire,2020,58228,400000,Bengaluru
TRD-00928,CUS-01717,VEH-01335,2026-02-11,Hyundai,Venue,2022,41671,407000,Mumbai
TRD-00929,CUS-00231,VEH-04343,2026-09-04,Toyota,Innova,2014,45780,138000,Chennai
TRD-00930,CUS-03630,VEH-04738,2026-03-21,Honda,Amaze,2023,135074,258000,Mumbai
TRD-00931,CUS-01236,VEH-00726,2025-04-27,Maruti Suzuki,Dzire,2014,125244,67000,Mumbai
TRD-00932,CUS-01332,VEH-04897,2025-12-22,Hyundai,Creta,2016,114656,143000,Hyderabad
TRD-00933,CUS-02883,VEH-00607,2026-08-14,Tata,Nexon,2016,57677,77000,Hyderabad
TRD-00934,CUS-00666,VEH-04415,2025-07-13,Toyota,Innova,2021,141659,172000,Delhi
TRD-00935,CUS-02485,VEH-00428,2025-11-01,Hyundai,Creta,2021,33010,260000,Hyderabad
TRD-00936,CUS-02917,VEH-02869,2025-09-07,Toyota,Innova,2017,45789,168000,Delhi
TRD-00937,CUS-04443,VEH-04916,2026-05-13,Toyota,Innova,2014,62938,60000,Chennai
TRD-00938,CUS-01302,VEH-03352,2025-04-13,Hyundai,Creta,2022,131180,91000,Bengaluru
TRD-00939,CUS-04506,VEH-04699,2026-06-27,Hyundai,Creta,2013,127535,104000,Chennai
TRD-00940,CUS-00665,VEH-01255,2026-01-06,Ford,EcoSport,2019,122213,86000,Gurgaon
TRD-00941,CUS-01747,VEH-01505,2026-02-09,Renault,Kwid,2016,119530,145000,Bengaluru
TRD-00942,CUS-04217,VEH-01203,2025-10-30,Kia,Seltos,2013,83927,45000,Mumbai
TRD-00943,CUS-03971,VEH-04038,2025-09-13,Hyundai,Creta,2014,105802,45000,Pune
TRD-00944,CUS-00639,VEH-00045,2025-07-20,Mahindra,XUV500,2017,118773,167000,Delhi
TRD-00945,CUS-02417,VEH-02534,2026-01-20,Maruti Suzuki,Dzire,2014,25793,45000,Mumbai
TRD-00946,CUS-01015,VEH-04473,2025-06-01,Mahindra,XUV500,2022,102499,134000,Mumbai
TRD-00947,CUS-00622,VEH-04477,2026-09-23,Renault,Kwid,2023,63715,418000,Chennai
TRD-00948,CUS-03009,VEH-03663,2025-06-20,Tata,Tiago,2014,61017,45000,Bengaluru
TRD-00949,CUS-01084,VEH-03755,2025-03-26,Honda,Amaze,2020,53765,292000,Delhi
TRD-00950,CUS-02855,VEH-00475,2025-09-17,Hyundai,Venue,2021,120573,230000,Bengaluru
TRD-00951,CUS-03985,VEH-04667,2026-10-31,Renault,Kwid,2014,89702,92000,Mumbai
TRD-00952,CUS-00039,VEH-02747,2025-06-13,Maruti Suzuki,Swift,2012,94605,69000,Pune
TRD-00953,CUS-04393,VEH-00738,2026-05-21,Honda,Amaze,2012,143283,101000,Bengaluru
TRD-00954,CUS-02628,VEH-04880,2025-03-28,Toyota,Innova,2017,107724,58000,Ahmedabad
TRD-00955,CUS-00585,VEH-04172,2026-09-01,Hyundai,Venue,2016,101102,83000,Bengaluru
TRD-00956,CUS-04498,VEH-01088,2026-12-20,Hyundai,i20,2018,36636,231000,Bengaluru
TRD-00957,CUS-02696,VEH-01466,2026-06-22,Mahindra,XUV500,2017,118790,154000,Hyderabad
TRD-00958,CUS-04419,VEH-02604,2026-06-04,Ford,EcoSport,2018,125342,208000,Pune
TRD-00959,CUS-03177,VEH-01087,2026-09-26,Tata,Tiago,2017,68405,201000,Mumbai
TRD-00960,CUS-04834,VEH-04055,2026-02-02,Hyundai,Venue,2015,95895,89000,Chennai
TRD-00961,CUS-01485,VEH-00052,2025-12-22,Maruti Suzuki,Swift,2021,107396,132000,Delhi
TRD-00962,CUS-04780,VEH-01940,2026-03-31,Hyundai,Creta,2020,64332,313000,Delhi
TRD-00963,CUS-03308,VEH-03915,2025-04-14,Hyundai,i20,2020,141239,216000,Bengaluru
TRD-00964,CUS-02474,VEH-04682,2026-06-16,Ford,EcoSport,2020,49752,375000,Ahmedabad
TRD-00965,CUS-01261,VEH-04091,2025-03-25,Hyundai,Creta,2015,19588,145000,Hyderabad
TRD-00966,CUS-00657,VEH-02719,2025-06-06,Toyota,Innova,2017,100727,123000,Hyderabad
TRD-00967,CUS-02962,VEH-03233,2025-04-20,Renault,Kwid,2022,108679,348000,Delhi
TRD-00968,CUS-00309,VEH-03667,2026-09-09,Honda,Amaze,2018,38626,253000,Chennai
TRD-00969,CUS-00566,VEH-00602,2025-03-24,Mahindra,XUV500,2019,18464,175000,Hyderabad
TRD-00970,CUS-00344,VEH-04549,2025-01-29,Tata,Tiago,2013,141115,108000,Bengaluru
TRD-00971,CUS-03474,VEH-01460,2026-09-04,Hyundai,Creta,2019,125811,89000,Delhi
TRD-00972,CUS-03371,VEH-02049,2026-10-19,Hyundai,Creta,2012,105101,45000,Pune
TRD-00973,CUS-01356,VEH-03998,2025-08-19,Mahindra,XUV500,2014,23982,131000,Bengaluru
TRD-00974,CUS-00043,VEH-02263,2026-02-11,Renault,Kwid,2021,137434,335000,Bengaluru
TRD-00975,CUS-01142,VEH-03881,2026-05-31,Hyundai,Venue,2021,20735,294000,Chennai
TRD-00976,CUS-03515,VEH-01814,2026-06-02,Hyundai,Creta,2016,80915,97000,Mumbai
TRD-00977,CUS-02959,VEH-01647,2025-09-08,Maruti Suzuki,Swift,2014,57042,101000,Ahmedabad
TRD-00978,CUS-04311,VEH-00192,2026-07-21,Maruti Suzuki,Swift,2022,80608,174000,Ahmedabad
TRD-00979,CUS-01894,VEH-01720,2026-10-27,Maruti Suzuki,Dzire,2020,103553,66000,Bengaluru
TRD-00980,CUS-02499,VEH-04373,2026-03-31,Hyundai,i20,2012,117259,91000,Chennai
TRD-00981,CUS-00283,VEH-00039,2026-02-08,Hyundai,i20,2021,107277,277000,Mumbai
TRD-00982,CUS-04044,VEH-03035,2025-07-18,Mahindra,XUV500,2016,139610,120000,Mumbai
TRD-00983,CUS-02813,VEH-03992,2025-12-20,Mahindra,XUV500,2018,72409,172000,Bengaluru
TRD-00984,CUS-00292,VEH-02860,2025-06-07,Maruti Suzuki,Swift,2019,109013,141000,Pune
TRD-00985,CUS-04442,VEH-02278,2025-04-20,Tata,Tiago,2017,73089,106000,Bengaluru
TRD-00986,CUS-04693,VEH-01389,2026-02-26,Ford,EcoSport,2012,89264,57000,Chennai
TRD-00987,CUS-01903,VEH-00545,2026-03-12,Renault,Kwid,2015,19498,59000,Hyderabad
TRD-00988,CUS-01754,VEH-00264,2026-02-03,Ford,EcoSport,2018,28492,181000,Delhi
TRD-00989,CUS-02748,VEH-02344,2026-02-26,Hyundai,i20,2013,61323,45000,Bengaluru
TRD-00990,CUS-02766,VEH-00909,2026-10-09,Tata,Tiago,2016,27104,172000,Gurgaon
TRD-00991,CUS-01103,VEH-02911,2025-09-21,Ford,EcoSport,2023,53100,173000,Bengaluru
TRD-00992,CUS-01108,VEH-00293,2026-05-08,Hyundai,Creta,2018,21172,147000,Mumbai
TRD-00993,CUS-04486,VEH-01435,2026-08-01,Hyundai,Creta,2022,48820,429000,Ahmedabad
TRD-00994,CUS-00089,VEH-03614,2025-09-18,Tata,Tiago,2014,45821,108000,Chennai
TRD-00995,CUS-00118,VEH-03855,2026-09-24,Tata,Nexon,2023,51047,535000,Gurgaon
TRD-00996,CUS-00842,VEH-04279,2026-08-25,Maruti Suzuki,Dzire,2012,67909,102000,Mumbai
TRD-00997,CUS-04437,VEH-03550,2025-12-19,Tata,Tiago,2022,49050,471000,Bengaluru
TRD-00998,CUS-00785,VEH-02081,2026-09-05,Hyundai,Creta,2020,134070,129000,Delhi
TRD-00999,CUS-00439,VEH-00785,2026-04-23,Maruti Suzuki,Dzire,2020,33450,140000,Pune
TRD-01000,CUS-03030,VEH-03141,2026-10-19,Tata,Tiago,2014,123685,45000,Gurgaon
TRD-01001,CUS-02398,VEH-01557,2025-08-17,Honda,City,2019,99350,101000,Ahmedabad
TRD-01002,CUS-02326,VEH-03846,2025-07-14,Mahindra,XUV500,2013,77781,103000,Chennai
TRD-01003,CUS-01541,VEH-00823,2026-09-27,Honda,City,2019,101586,189000,Pune
TRD-01004,CUS-02583,VEH-02848,2025-03-10,Honda,Amaze,2019,117135,237000,Ahmedabad
TRD-01005,CUS-00416,VEH-02997,2025-07-10,Hyundai,Venue,2023,47480,524000,Ahmedabad
TRD-01006,CUS-00120,VEH-00840,2026-09-17,Toyota,Innova,2023,59969,373000,Chennai
TRD-01007,CUS-02648,VEH-04364,2025-01-19,Renault,Kwid,2019,140115,102000,Gurgaon
TRD-01008,CUS-01235,VEH-03303,2026-03-31,Maruti Suzuki,Swift,2021,117739,195000,Ahmedabad
TRD-01009,CUS-01809,VEH-03509,2026-08-14,Tata,Tiago,2020,55008,349000,Pune
TRD-01010,CUS-03464,VEH-01520,2026-05-02,Honda,Amaze,2014,46470,45000,Delhi
TRD-01011,CUS-04281,VEH-03647,2025-04-28,Honda,City,2017,128023,93000,Pune
TRD-01012,CUS-03637,VEH-00800,2026-09-12,Hyundai,Venue,2012,52568,79000,Hyderabad
TRD-01013,CUS-00753,VEH-04189,2025-07-29,Maruti Suzuki,Swift,2019,129235,57000,Hyderabad
TRD-01014,CUS-04390,VEH-01147,2025-07-27,Tata,Nexon,2019,63811,193000,Hyderabad
TRD-01015,CUS-04095,VEH-00929,2026-11-14,Hyundai,Venue,2023,119688,375000,Mumbai
TRD-01016,CUS-00061,VEH-04420,2025-02-26,Renault,Kwid,2023,29712,316000,Chennai
TRD-01017,CUS-01259,VEH-01865,2026-04-12,Hyundai,Creta,2014,62760,53000,Hyderabad
TRD-01018,CUS-04737,VEH-03576,2026-08-10,Toyota,Innova,2014,125504,45000,Delhi
TRD-01019,CUS-03037,VEH-00501,2025-06-04,Renault,Kwid,2017,84447,84000,Mumbai
TRD-01020,CUS-00813,VEH-01705,2025-08-21,Hyundai,i20,2018,143390,146000,Hyderabad
TRD-01021,CUS-03646,VEH-00735,2026-10-24,Hyundai,Creta,2012,120599,45000,Bengaluru
TRD-01022,CUS-04598,VEH-02492,2026-03-26,Ford,EcoSport,2020,111517,97000,Hyderabad
TRD-01023,CUS-01973,VEH-04961,2025-08-01,Renault,Kwid,2017,83813,150000,Mumbai
TRD-01024,CUS-01403,VEH-01464,2025-10-22,Hyundai,Venue,2012,70141,130000,Chennai
TRD-01025,CUS-00314,VEH-03921,2025-08-26,Hyundai,i20,2013,31097,142000,Delhi
TRD-01026,CUS-00044,VEH-03490,2026-11-13,Maruti Suzuki,Dzire,2023,71040,179000,Bengaluru
TRD-01027,CUS-00096,VEH-04007,2026-11-30,Hyundai,Creta,2013,144426,103000,Delhi
TRD-01028,CUS-03666,VEH-00217,2025-07-03,Hyundai,Venue,2017,34868,196000,Gurgaon
TRD-01029,CUS-03551,VEH-02359,2026-10-05,Hyundai,i20,2018,81438,228000,Pune
TRD-01030,CUS-03424,VEH-01302,2026-06-05,Maruti Suzuki,Swift,2019,118247,213000,Pune
TRD-01031,CUS-00598,VEH-03334,2026-11-12,Hyundai,Creta,2022,74773,401000,Delhi
TRD-01032,CUS-01359,VEH-01777,2025-12-15,Toyota,Innova,2016,31218,202000,Mumbai
TRD-01033,CUS-00702,VEH-04459,2025-12-08,Hyundai,Venue,2017,132670,128000,Bengaluru
TRD-01034,CUS-04080,VEH-04428,2026-08-23,Kia,Seltos,2017,43091,179000,Hyderabad
TRD-01035,CUS-01493,VEH-00953,2026-12-18,Hyundai,i20,2017,40596,244000,Bengaluru
TRD-01036,CUS-01877,VEH-00181,2026-05-31,Tata,Tiago,2018,88565,264000,Chennai
TRD-01037,CUS-04914,VEH-00086,2026-12-16,Renault,Kwid,2015,107196,83000,Pune
TRD-01038,CUS-02525,VEH-01395,2026-08-09,Mahindra,XUV500,2018,22457,153000,Bengaluru
TRD-01039,CUS-01474,VEH-00596,2025-01-29,Mahindra,XUV500,2022,50657,152000,Mumbai
TRD-01040,CUS-01988,VEH-01501,2026-12-20,Maruti Suzuki,Dzire,2016,106650,121000,Gurgaon
TRD-01041,CUS-02901,VEH-03587,2025-04-09,Maruti Suzuki,Swift,2022,75657,338000,Delhi
TRD-01042,CUS-03485,VEH-02712,2025-02-20,Renault,Kwid,2013,99393,110000,Gurgaon
TRD-01043,CUS-00367,VEH-02791,2026-07-31,Mahindra,XUV500,2023,47163,327000,Gurgaon
TRD-01044,CUS-00081,VEH-02376,2026-05-16,Maruti Suzuki,Swift,2022,58233,500000,Delhi
TRD-01045,CUS-00602,VEH-00460,2025-06-22,Hyundai,i20,2017,112074,144000,Mumbai
TRD-01046,CUS-04466,VEH-03850,2026-04-11,Maruti Suzuki,Dzire,2017,101706,146000,Mumbai
TRD-01047,CUS-00725,VEH-00672,2026-05-28,Mahindra,XUV500,2015,48160,111000,Hyderabad
TRD-01048,CUS-04918,VEH-04439,2025-03-09,Maruti Suzuki,Dzire,2018,34476,87000,Gurgaon
TRD-01049,CUS-02082,VEH-03210,2026-11-15,Tata,Nexon,2014,89767,48000,Pune
TRD-01050,CUS-02487,VEH-01445,2025-07-16,Ford,EcoSport,2023,71559,160000,Bengaluru
TRD-01051,CUS-03285,VEH-03208,2025-07-21,Renault,Kwid,2015,21501,55000,Delhi
TRD-01052,CUS-03960,VEH-04579,2025-06-30,Honda,Amaze,2013,101742,59000,Pune
TRD-01053,CUS-04705,VEH-00232,2025-03-23,Hyundai,Venue,2016,124912,81000,Gurgaon
TRD-01054,CUS-02795,VEH-02966,2026-04-21,Honda,Amaze,2018,87133,257000,Hyderabad
TRD-01055,CUS-00670,VEH-02682,2025-03-07,Mahindra,XUV500,2015,55273,76000,Delhi
TRD-01056,CUS-04818,VEH-04867,2026-09-28,Honda,City,2023,52155,493000,Delhi
TRD-01057,CUS-02651,VEH-03170,2026-12-20,Tata,Tiago,2018,36906,305000,Chennai
TRD-01058,CUS-03662,VEH-02670,2025-10-23,Ford,EcoSport,2016,49642,182000,Bengaluru
TRD-01059,CUS-02888,VEH-00661,2026-02-26,Honda,City,2019,57507,199000,Gurgaon
TRD-01060,CUS-03760,VEH-01976,2025-11-16,Hyundai,i20,2018,87241,184000,Hyderabad
TRD-01061,CUS-02916,VEH-02097,2026-04-22,Maruti Suzuki,Swift,2021,112271,220000,Delhi
TRD-01062,CUS-00973,VEH-03938,2025-11-10,Mahindra,XUV500,2014,91420,45000,Delhi
TRD-01063,CUS-00818,VEH-01485,2026-12-19,Honda,Amaze,2016,86971,137000,Ahmedabad
TRD-01064,CUS-03764,VEH-04946,2026-10-25,Tata,Tiago,2015,47261,86000,Mumbai
TRD-01065,CUS-04005,VEH-02864,2026-03-16,Honda,Amaze,2020,30606,387000,Chennai
TRD-01066,CUS-02221,VEH-02043,2025-10-28,Tata,Nexon,2018,47221,82000,Mumbai
TRD-01067,CUS-04160,VEH-03960,2025-07-14,Honda,City,2013,99641,79000,Bengaluru
TRD-01068,CUS-01721,VEH-02532,2025-07-25,Tata,Tiago,2018,62705,113000,Mumbai
TRD-01069,CUS-04902,VEH-04129,2025-12-02,Toyota,Innova,2021,70574,305000,Chennai
TRD-01070,CUS-00332,VEH-04416,2025-12-03,Maruti Suzuki,Dzire,2018,95688,92000,Hyderabad
TRD-01071,CUS-04637,VEH-04651,2026-10-25,Maruti Suzuki,Dzire,2019,31672,290000,Chennai
TRD-01072,CUS-01914,VEH-01244,2026-02-07,Ford,EcoSport,2022,36819,353000,Delhi
TRD-01073,CUS-00254,VEH-03744,2026-05-21,Honda,Amaze,2016,102200,46000,Chennai
TRD-01074,CUS-01057,VEH-00613,2026-04-18,Toyota,Innova,2017,18931,204000,Hyderabad
TRD-01075,CUS-03005,VEH-00685,2025-10-27,Renault,Kwid,2019,52054,115000,Pune
TRD-01076,CUS-04998,VEH-01109,2026-06-21,Tata,Tiago,2018,72985,245000,Chennai
TRD-01077,CUS-04343,VEH-02954,2025-06-09,Maruti Suzuki,Dzire,2015,89516,56000,Mumbai
TRD-01078,CUS-00535,VEH-04690,2025-12-15,Tata,Nexon,2012,82933,75000,Bengaluru
TRD-01079,CUS-01976,VEH-04358,2026-08-13,Kia,Seltos,2016,88865,83000,Gurgaon
TRD-01080,CUS-01297,VEH-04176,2025-09-04,Honda,Amaze,2014,55609,66000,Gurgaon
TRD-01081,CUS-00442,VEH-03971,2026-10-28,Tata,Nexon,2012,104947,92000,Delhi
TRD-01082,CUS-04579,VEH-04474,2025-08-12,Honda,City,2013,81858,98000,Hyderabad
TRD-01083,CUS-04145,VEH-03588,2026-12-20,Maruti Suzuki,Dzire,2016,30937,88000,Gurgaon
